,model_name,feature,coefficient
8,random_forest,health personnel,0.03308251106167679
9,random_forest,students enrolled,0.05159416996826272
10,random_forest,utilised agricultural area,0.016278937023953697
11,random_forest,hospital beds,0.03906509660583787
12,random_forest,education and training,0.11635420240117984
13,random_forest,crude death rate,0.0245089070417845
14,random_forest,longterm care beds,0.03283243113790678
15,random_forest,regional GWA,0.037097721918566674
16,random_forest,pop density,0.03079389449422878
17,random_forest,unemployment rate,0.1168781744402597
18,random_forest,pct leavers from education,0.02119628560682728
19,random_forest,NEET rate,0.156473033966084
20,random_forest,compensation of employees,0.04217306266939174
21,random_forest,life expectancy,0.0730343163064605
0,svm,air passengers,1.8582303285481965
1,svm,GDP,5.086453604223282
2,svm,farm labour force,-1.772910602078297
3,svm,deaths,0.1784634472486446
4,svm,hosp discharges resp diseases,2.606996130932414
5,svm,stock of vehicles,-1.5646467376985091
6,svm,thousand hours worked,1.873235398910114
7,svm,students tertiary ed,0.3338322752064524
8,svm,health personnel,0.516669860762371
9,svm,students enrolled,0.9428301658151224
10,svm,utilised agricultural area,1.5100714965342332
11,svm,hospital beds,0.47608870196198194
12,svm,education and training,-0.16920647901997404
13,svm,crude death rate,0.3967161816811742
14,svm,longterm care beds,-1.535899769474831
15,svm,regional GWA,-1.0626207027654058
16,svm,pop density,1.652545835088052
17,svm,unemployment rate,1.0982489978078238
18,svm,pct leavers from education,-2.1103091254763493
19,svm,NEET rate,0.47370919872076067
20,svm,compensation of employees,-5.015124395747398
21,svm,life expectancy,8.235557067969115
0,svm,air passengers,1.4280676028550907
1,svm,GDP,6.88657732727876
2,svm,farm labour force,-1.8527771579432133
3,svm,deaths,-0.3036584962486608
4,svm,hosp discharges resp diseases,0.9000152615400812
5,svm,stock of vehicles,-1.3168558245974964
6,svm,thousand hours worked,1.4236300381599576
7,svm,students tertiary ed,0.30287020518435814
8,svm,health personnel,-0.3627443192870161
9,svm,students enrolled,1.6076073019529284
10,svm,utilised agricultural area,1.3112467150916682
11,svm,hospital beds,-0.28237968157840854
12,svm,education and training,-0.8046311424063753
13,svm,crude death rate,0.4867142627138902
14,svm,longterm care beds,-3.003216490904902
15,svm,regional GWA,-0.8389722404600495
16,svm,pop density,1.5339541627519064
17,svm,unemployment rate,0.28998358615766895
18,svm,pct leavers from education,-2.181943235425905
19,svm,NEET rate,2.4150188715328356
20,svm,compensation of employees,-7.104775611055455
21,svm,life expectancy,3.182677617858363
0,svm,air passengers,0.7560314411084059
1,svm,GDP,5.448966803506798
2,svm,farm labour force,-0.8959798865145103
3,svm,deaths,1.7735074653409644
4,svm,hosp discharges resp diseases,-1.1838663917614127
5,svm,stock of vehicles,-2.1395380308114724
6,svm,thousand hours worked,2.647795732327827
7,svm,students tertiary ed,1.275463232867493
8,svm,health personnel,-1.9181252772350206
9,svm,students enrolled,2.49736271031464
10,svm,utilised agricultural area,0.7357329326639768
11,svm,hospital beds,-1.1426615440787238
12,svm,education and training,0.16298660623152372
13,svm,crude death rate,-0.9136968659712741
14,svm,longterm care beds,-3.8063720320762666
15,svm,regional GWA,-0.2822943873327173
16,svm,pop density,2.298585099001638
17,svm,unemployment rate,0.16358131115091368
18,svm,pct leavers from education,-1.9616028460364952
19,svm,NEET rate,2.572421141911243
20,svm,compensation of employees,-6.017972726720739
21,svm,life expectancy,4.465405612361889
0,svm,air passengers,1.7961060029809879
1,svm,GDP,5.657345450227215
2,svm,farm labour force,-2.139081145094399
3,svm,deaths,0.3639808849352688
4,svm,hosp discharges resp diseases,1.1960753049548138
5,svm,stock of vehicles,-1.3490631057078808
6,svm,thousand hours worked,1.6527017978092111
7,svm,students tertiary ed,-0.16858259149191301
8,svm,health personnel,-0.3240612987587239
9,svm,students enrolled,1.8903340920755216
10,svm,utilised agricultural area,1.6252272626034685
11,svm,hospital beds,-0.6663227859249101
12,svm,education and training,-0.7229137957271181
13,svm,crude death rate,0.2642622265184711
14,svm,longterm care beds,-3.6838088587319255
15,svm,regional GWA,-0.35777793590435003
16,svm,pop density,2.321567164355165
17,svm,unemployment rate,0.017055681416530355
18,svm,pct leavers from education,-2.7170971233248022
19,svm,NEET rate,3.072408049864455
20,svm,compensation of employees,-5.664337702881296
21,svm,life expectancy,4.219790557533139
0,svm,air passengers,1.7600724823201992
1,svm,GDP,4.261389217354724
2,svm,farm labour force,-2.4043101498541404
3,svm,deaths,-0.5995775707068431
4,svm,hosp discharges resp diseases,0.16961147768435003
5,svm,stock of vehicles,-1.1731766424575811
6,svm,thousand hours worked,2.4955785804677046
7,svm,students tertiary ed,0.044641053762491834
8,svm,health personnel,-0.20643422950320733
9,svm,students enrolled,1.0385313526501112
10,svm,utilised agricultural area,1.0074667098553132
11,svm,hospital beds,0.748900985688187
12,svm,education and training,0.49415395930782324
13,svm,crude death rate,1.9263552485967388
14,svm,longterm care beds,-4.049221380842113
15,svm,regional GWA,-0.3928405210667969
16,svm,pop density,1.6637913167736729
17,svm,unemployment rate,0.40014276662564097
18,svm,pct leavers from education,-3.1889677221043335
19,svm,NEET rate,3.349496589873962
20,svm,compensation of employees,-4.809249370098686
21,svm,life expectancy,5.579231348889587
0,svm,air passengers,1.8729223553629641
1,svm,GDP,4.434778991011014
2,svm,farm labour force,-1.816596583515461
3,svm,deaths,0.9930955710619207
4,svm,hosp discharges resp diseases,-1.9631011965522402
5,svm,stock of vehicles,-0.740854251645887
6,svm,thousand hours worked,1.0902060157290534
7,svm,students tertiary ed,0.9534735281204634
8,svm,health personnel,0.8698255462291353
9,svm,students enrolled,0.1448110377360221
10,svm,utilised agricultural area,1.1684339083292525
11,svm,hospital beds,0.013787600109285592
12,svm,education and training,-0.42128225288198895
13,svm,crude death rate,1.0191618321043028
14,svm,longterm care beds,-3.7328482917802948
15,svm,regional GWA,0.6979170036048199
16,svm,pop density,2.659411283467429
17,svm,unemployment rate,-0.30310894680709843
18,svm,pct leavers from education,-0.5293080909707228
19,svm,NEET rate,1.0890339960949937
20,svm,compensation of employees,-5.812413712192301
21,svm,life expectancy,5.062666110205262
0,svm,air passengers,2.526471733511175
1,svm,GDP,4.783867935955719
2,svm,farm labour force,-2.8086536976410503
3,svm,deaths,0.7056770475236473
4,svm,hosp discharges resp diseases,0.8179041191755956
5,svm,stock of vehicles,-1.749437501114219
6,svm,thousand hours worked,1.8035530766387033
7,svm,students tertiary ed,0.7472446667667185
8,svm,health personnel,-0.8828519128825727
9,svm,students enrolled,1.9681157661542619
10,svm,utilised agricultural area,2.0105901436934577
11,svm,hospital beds,-0.6195946551772531
12,svm,education and training,-1.1497730217270934
13,svm,crude death rate,0.6783885354467181
14,svm,longterm care beds,-4.314959770040163
15,svm,regional GWA,-0.2981700787850885
16,svm,pop density,2.6956501989492074
17,svm,unemployment rate,-0.24017897496256513
18,svm,pct leavers from education,-3.1575593470035264
19,svm,NEET rate,3.0160694376538015
20,svm,compensation of employees,-4.817165624019415
21,svm,life expectancy,6.279681667180929
0,svm,air passengers,1.2023823347440628
1,svm,GDP,6.03801769949653
2,svm,farm labour force,-2.4077072346662836
3,svm,deaths,2.519336933951198
4,svm,hosp discharges resp diseases,0.11933148637390056
5,svm,stock of vehicles,-0.6448868623156079
6,svm,thousand hours worked,1.7426377720625277
7,svm,students tertiary ed,0.6310793987848411
8,svm,health personnel,-0.2694401550600936
9,svm,students enrolled,0.7028193996979804
10,svm,utilised agricultural area,1.7041896253532949
11,svm,hospital beds,-0.6310029349840178
12,svm,education and training,-0.9380139281219515
13,svm,crude death rate,-2.0776102057326993
14,svm,longterm care beds,-2.8431990508091705
15,svm,regional GWA,0.6129206698681582
16,svm,pop density,1.6481941287294206
17,svm,unemployment rate,-0.4063428765386634
18,svm,pct leavers from education,-1.9569577589292235
19,svm,NEET rate,1.373505994923712
20,svm,compensation of employees,-7.187636312323357
21,svm,life expectancy,2.9568000134726056
0,svm,air passengers,0.9188681853525293
1,svm,GDP,5.960968645744579
2,svm,farm labour force,-5.215145118004951
3,svm,deaths,1.7269089438978265
4,svm,hosp discharges resp diseases,2.034781638552415
5,svm,stock of vehicles,-2.177948339405268
6,svm,thousand hours worked,3.3531241489186994
7,svm,students tertiary ed,-0.042777734775733656
8,svm,health personnel,-0.3817290048538524
9,svm,students enrolled,-0.10770177966645711
10,svm,utilised agricultural area,2.973292821560902
11,svm,hospital beds,0.8208386482674221
12,svm,education and training,0.9447172689004003
13,svm,crude death rate,0.789676203307671
14,svm,longterm care beds,-1.0660824977191599
15,svm,regional GWA,-0.8232131872399746
16,svm,pop density,1.8006881024585737
17,svm,unemployment rate,-0.14326094502562414
18,svm,pct leavers from education,-1.0153994868742848
19,svm,NEET rate,1.3408117111525266
20,svm,compensation of employees,-5.883444476326354
21,svm,life expectancy,9.118689041568134
0,svm,air passengers,1.0617364743902036
1,svm,GDP,4.572760684297219
2,svm,farm labour force,-1.6155802466838736
3,svm,deaths,0.47270449329504416
4,svm,hosp discharges resp diseases,-0.7695799405182768
5,svm,stock of vehicles,-0.4736940104212932
6,svm,thousand hours worked,2.0216034830950926
7,svm,students tertiary ed,0.7053802078679094
8,svm,health personnel,-0.6687948159303914
9,svm,students enrolled,1.1014512601838862
10,svm,utilised agricultural area,1.3045976128589796
11,svm,hospital beds,1.564816666572141
12,svm,education and training,1.314297894391935
13,svm,crude death rate,3.30376783669067
14,svm,longterm care beds,-2.4773642180818944
15,svm,regional GWA,0.2501375125194105
16,svm,pop density,1.8781201213095613
17,svm,unemployment rate,0.30490084211516777
18,svm,pct leavers from education,-0.3659276656918262
19,svm,NEET rate,1.8595448900836447
20,svm,compensation of employees,-3.9079919276446513
21,svm,life expectancy,7.274130720293933
0,logistic_regression,air passengers,5.937410711400985
1,logistic_regression,GDP,11.528189976484157
2,logistic_regression,farm labour force,-8.821721917836843
3,logistic_regression,deaths,0.0
4,logistic_regression,hosp discharges resp diseases,5.764429497364814
5,logistic_regression,stock of vehicles,-3.80459276530038
6,logistic_regression,thousand hours worked,5.10538309562573
7,logistic_regression,students tertiary ed,0.07752014823666942
8,logistic_regression,health personnel,0.11068619256949369
9,logistic_regression,students enrolled,5.272994654114184
10,logistic_regression,utilised agricultural area,6.845502650457337
11,logistic_regression,hospital beds,0.0
12,logistic_regression,education and training,-1.0669336549275024
13,logistic_regression,crude death rate,2.893981213710939
14,logistic_regression,longterm care beds,-8.90808581220519
15,logistic_regression,regional GWA,-0.231781727395293
16,logistic_regression,pop density,8.25649082610849
17,logistic_regression,unemployment rate,-0.6092446478693903
18,logistic_regression,pct leavers from education,-9.766030436492597
19,logistic_regression,NEET rate,7.076297320380404
20,logistic_regression,compensation of employees,-11.3489002689061
21,logistic_regression,life expectancy,24.700088878293013
0,logistic_regression,air passengers,5.2761163201627195
1,logistic_regression,GDP,29.25580992862389
2,logistic_regression,farm labour force,-9.784113662612967
3,logistic_regression,deaths,4.579319383170785
4,logistic_regression,hosp discharges resp diseases,1.8744976263029163
5,logistic_regression,stock of vehicles,-4.105947444488253
6,logistic_regression,thousand hours worked,4.66167482426191
7,logistic_regression,students tertiary ed,3.914443048581501
8,logistic_regression,health personnel,-2.22495615994181
9,logistic_regression,students enrolled,7.315585716738296
10,logistic_regression,utilised agricultural area,4.9961818058119
11,logistic_regression,hospital beds,-1.4406748112971364
12,logistic_regression,education and training,0.0
13,logistic_regression,crude death rate,0.0
14,logistic_regression,longterm care beds,-11.915914233389783
15,logistic_regression,regional GWA,-1.642028694458396
16,logistic_regression,pop density,7.320163778258873
17,logistic_regression,unemployment rate,1.2240028786461954
18,logistic_regression,pct leavers from education,-8.453604009327316
19,logistic_regression,NEET rate,7.823695392056882
20,logistic_regression,compensation of employees,-30.94982130959051
21,logistic_regression,life expectancy,19.507892892597813
0,logistic_regression,air passengers,5.111233687876472
1,logistic_regression,GDP,21.613880557300302
2,logistic_regression,farm labour force,-11.14187097671534
3,logistic_regression,deaths,7.532463568375322
4,logistic_regression,hosp discharges resp diseases,0.0
5,logistic_regression,stock of vehicles,-5.396978606273235
6,logistic_regression,thousand hours worked,0.8770896760637353
7,logistic_regression,students tertiary ed,5.7598270926090045
8,logistic_regression,health personnel,-2.9112074989073218
9,logistic_regression,students enrolled,2.5331284314665288
10,logistic_regression,utilised agricultural area,5.104684916210667
11,logistic_regression,hospital beds,2.204369209197562
12,logistic_regression,education and training,0.0
13,logistic_regression,crude death rate,1.5223572460261467
14,logistic_regression,longterm care beds,-4.620559883589712
15,logistic_regression,regional GWA,3.390701912013231
16,logistic_regression,pop density,4.89265221560174
17,logistic_regression,unemployment rate,-1.5012527804898095
18,logistic_regression,pct leavers from education,-2.634160666891985
19,logistic_regression,NEET rate,1.920344174903289
20,logistic_regression,compensation of employees,-24.057329177502893
21,logistic_regression,life expectancy,21.64962137906456
0,logistic_regression,air passengers,6.020794852836081
1,logistic_regression,GDP,23.357001903241287
2,logistic_regression,farm labour force,-10.289288697097264
3,logistic_regression,deaths,0.29128895354924467
4,logistic_regression,hosp discharges resp diseases,0.0
5,logistic_regression,stock of vehicles,-3.857537750165583
6,logistic_regression,thousand hours worked,5.639289673172787
7,logistic_regression,students tertiary ed,3.8900792874845527
8,logistic_regression,health personnel,-1.3188058246026375
9,logistic_regression,students enrolled,4.394418927731854
10,logistic_regression,utilised agricultural area,5.750064509188197
11,logistic_regression,hospital beds,-2.95994328534323
12,logistic_regression,education and training,0.0
13,logistic_regression,crude death rate,4.845613206931011
14,logistic_regression,longterm care beds,-14.065451955362578
15,logistic_regression,regional GWA,-2.9569727391339944
16,logistic_regression,pop density,11.207535237285224
17,logistic_regression,unemployment rate,0.8708893690571515
18,logistic_regression,pct leavers from education,-7.708392154737764
19,logistic_regression,NEET rate,6.726007545474304
20,logistic_regression,compensation of employees,-24.126322630816993
21,logistic_regression,life expectancy,21.38973621879279
0,logistic_regression,air passengers,1.7421127226042468
1,logistic_regression,GDP,17.804629289373224
2,logistic_regression,farm labour force,-5.5849661908823425
3,logistic_regression,deaths,0.0
4,logistic_regression,hosp discharges resp diseases,0.0
5,logistic_regression,stock of vehicles,2.0855063877418143
6,logistic_regression,thousand hours worked,-5.470823709908324
7,logistic_regression,students tertiary ed,7.168456066021786
8,logistic_regression,health personnel,-4.414442805973351
9,logistic_regression,students enrolled,6.384718097124146
10,logistic_regression,utilised agricultural area,2.381633449830869
11,logistic_regression,hospital beds,5.636057364440444
12,logistic_regression,education and training,0.7653715633804797
13,logistic_regression,crude death rate,12.255402597902423
14,logistic_regression,longterm care beds,-7.001833722961162
15,logistic_regression,regional GWA,3.3377704883694825
16,logistic_regression,pop density,5.872416733741133
17,logistic_regression,unemployment rate,-0.5834740520011485
18,logistic_regression,pct leavers from education,-0.032142777888730316
19,logistic_regression,NEET rate,3.6551542695521713
20,logistic_regression,compensation of employees,-13.269593362340931
21,logistic_regression,life expectancy,25.758649516163498
0,logistic_regression,air passengers,5.0330849987904935
1,logistic_regression,GDP,14.241764438915023
2,logistic_regression,farm labour force,-8.718975693941763
3,logistic_regression,deaths,9.211683487623635
4,logistic_regression,hosp discharges resp diseases,-6.038039629822801
5,logistic_regression,stock of vehicles,-3.627527768391766
6,logistic_regression,thousand hours worked,11.909121703658947
7,logistic_regression,students tertiary ed,3.044396325459095
8,logistic_regression,health personnel,-3.819471441250759
9,logistic_regression,students enrolled,7.713454245301795
10,logistic_regression,utilised agricultural area,4.552358598392591
11,logistic_regression,hospital beds,-3.0318566506578732
12,logistic_regression,education and training,0.0
13,logistic_regression,crude death rate,0.0
14,logistic_regression,longterm care beds,-6.824148503890149
15,logistic_regression,regional GWA,0.0036883029741012472
16,logistic_regression,pop density,10.7633362657932
17,logistic_regression,unemployment rate,2.470391108218979
18,logistic_regression,pct leavers from education,-7.352376739126716
19,logistic_regression,NEET rate,6.068134924816499
20,logistic_regression,compensation of employees,-15.106597630944627
21,logistic_regression,life expectancy,27.790009818696433
0,logistic_regression,air passengers,3.8043445635531534
1,logistic_regression,GDP,27.516256837024827
2,logistic_regression,farm labour force,-3.8791111698824374
3,logistic_regression,deaths,0.0
4,logistic_regression,hosp discharges resp diseases,0.0
5,logistic_regression,stock of vehicles,-5.7641635530217625
6,logistic_regression,thousand hours worked,7.145697895458128
7,logistic_regression,students tertiary ed,2.069803388421269
8,logistic_regression,health personnel,-1.4200130996079363
9,logistic_regression,students enrolled,6.165268168028704
10,logistic_regression,utilised agricultural area,3.751240498236317
11,logistic_regression,hospital beds,2.431119437788304
12,logistic_regression,education and training,0.0
13,logistic_regression,crude death rate,3.7762255296924
14,logistic_regression,longterm care beds,-15.57106977278006
15,logistic_regression,regional GWA,-0.5826667955075342
16,logistic_regression,pop density,4.134733669974166
17,logistic_regression,unemployment rate,2.704678503135876
18,logistic_regression,pct leavers from education,-6.971496653364087
19,logistic_regression,NEET rate,7.923762819306892
20,logistic_regression,compensation of employees,-28.30581971173463
21,logistic_regression,life expectancy,10.828859687145686
0,logistic_regression,air passengers,4.695326026793244
1,logistic_regression,GDP,28.298646612204685
2,logistic_regression,farm labour force,-8.597942821270454
3,logistic_regression,deaths,1.3257862388002106
4,logistic_regression,hosp discharges resp diseases,1.6571759045583851
5,logistic_regression,stock of vehicles,-3.8119489837232017
6,logistic_regression,thousand hours worked,4.213990599775861
7,logistic_regression,students tertiary ed,3.725243367165682
8,logistic_regression,health personnel,-2.0451858495386515
9,logistic_regression,students enrolled,6.70118257781341
10,logistic_regression,utilised agricultural area,4.283433111053875
11,logistic_regression,hospital beds,0.0
12,logistic_regression,education and training,-0.0797165176271528
13,logistic_regression,crude death rate,2.373981825269828
14,logistic_regression,longterm care beds,-11.606724879240153
15,logistic_regression,regional GWA,-2.0874440896417967
16,logistic_regression,pop density,6.008095911693749
17,logistic_regression,unemployment rate,1.2155372431218883
18,logistic_regression,pct leavers from education,-7.847048913902092
19,logistic_regression,NEET rate,7.291527236678786
20,logistic_regression,compensation of employees,-30.19065911754932
21,logistic_regression,life expectancy,16.649789400913516
0,logistic_regression,air passengers,2.6436243433691997
1,logistic_regression,GDP,30.870790579567075
2,logistic_regression,farm labour force,-10.214988260687361
3,logistic_regression,deaths,1.4767225098708654
4,logistic_regression,hosp discharges resp diseases,0.0
5,logistic_regression,stock of vehicles,-2.2094188697466772
6,logistic_regression,thousand hours worked,6.314153537612137
7,logistic_regression,students tertiary ed,0.0
8,logistic_regression,health personnel,-1.463652828587209
9,logistic_regression,students enrolled,4.867604682873256
10,logistic_regression,utilised agricultural area,6.004495689740302
11,logistic_regression,hospital beds,-1.2519309996007093
12,logistic_regression,education and training,-1.3366248645798002
13,logistic_regression,crude death rate,0.0
