,model_name,feature,coefficient
5,svm,stock of vehicles,0.29779143753803927
6,svm,thousand hours worked,1.3259096868371292
7,svm,students tertiary ed,0.8335212416820279
8,svm,health personnel,-0.23946881458913438
9,svm,students enrolled,-0.46068213550792214
10,svm,utilised agricultural area,-0.028712854417404454
11,svm,hospital beds,-0.2090505188781021
12,svm,education and training,-0.5658938862767615
13,svm,crude death rate,-1.023082777764623
14,svm,longterm care beds,-0.2848731563671184
15,svm,regional GWA,0.14254627538193682
16,svm,pop density,0.17801645302737867
17,svm,unemployment rate,0.2306470365392978
18,svm,pct leavers from education,-0.24872125631825215
19,svm,NEET rate,-1.0877552931469754
20,svm,compensation of employees,-1.650907679494893
21,svm,life expectancy,0.29832994898006404
0,svm,air passengers,0.14552936809535522
1,svm,GDP,0.7252781691277222
2,svm,farm labour force,0.5273714907718186
3,svm,deaths,0.2195368346403373
4,svm,hosp discharges resp diseases,0.021565975660442882
5,svm,stock of vehicles,-0.0034912017850122212
6,svm,thousand hours worked,1.4331369596896812
7,svm,students tertiary ed,0.8624006089673386
8,svm,health personnel,-0.29502826847287045
9,svm,students enrolled,-0.603653263074555
10,svm,utilised agricultural area,-0.049341600621741435
11,svm,hospital beds,-0.11330779617658142
12,svm,education and training,-0.473259615056578
13,svm,crude death rate,-1.114509911314045
14,svm,longterm care beds,-0.17301889993901054
15,svm,regional GWA,0.30438943337034763
16,svm,pop density,0.17483746443512316
17,svm,unemployment rate,0.36849262955054046
18,svm,pct leavers from education,-0.34263351213510035
19,svm,NEET rate,-0.9506892979391444
20,svm,compensation of employees,-1.7036707550441927
21,svm,life expectancy,0.5885183411091138
0,svm,air passengers,0.27129680848512777
1,svm,GDP,0.6138625748303786
2,svm,farm labour force,0.47637868675317946
3,svm,deaths,-0.09112969861028247
4,svm,hosp discharges resp diseases,-0.21697042740323452
5,svm,stock of vehicles,0.14672180204330115
6,svm,thousand hours worked,1.4408343600832125
7,svm,students tertiary ed,1.0116832881420899
8,svm,health personnel,-0.23239274370587945
9,svm,students enrolled,-0.40647153073542264
10,svm,utilised agricultural area,-0.02444415681184399
11,svm,hospital beds,-0.2307732226005072
12,svm,education and training,-0.5187227490626432
13,svm,crude death rate,-0.9049953080186706
14,svm,longterm care beds,-0.3827325433965335
15,svm,regional GWA,-0.0392218963475377
16,svm,pop density,-0.03490930361365341
17,svm,unemployment rate,0.08044203317984855
18,svm,pct leavers from education,-0.18413702566000772
19,svm,NEET rate,-0.9089819998213262
20,svm,compensation of employees,-1.6506777703386994
21,svm,life expectancy,0.2389353530381534
0,svm,air passengers,0.20226884679358492
1,svm,GDP,1.0315281637094302
2,svm,farm labour force,0.5263778614131529
3,svm,deaths,0.21597037424357057
4,svm,hosp discharges resp diseases,-0.06264866558162374
5,svm,stock of vehicles,0.19018827369460012
6,svm,thousand hours worked,1.338560012910997
7,svm,students tertiary ed,0.5901035747647927
8,svm,health personnel,-0.23755697190665903
9,svm,students enrolled,-0.5254031184856305
10,svm,utilised agricultural area,-0.05013788245363848
11,svm,hospital beds,-0.07386078304012911
12,svm,education and training,-0.40620355442196887
13,svm,crude death rate,-0.8602942966315227
14,svm,longterm care beds,-0.3871290537163261
15,svm,regional GWA,0.18025820873529297
16,svm,pop density,0.21620962720823
17,svm,unemployment rate,0.40703839619649196
18,svm,pct leavers from education,-0.20274442265656
19,svm,NEET rate,-0.9720315602526273
20,svm,compensation of employees,-1.7644357299764315
21,svm,life expectancy,0.2692054992481846
0,logistic_regression,air passengers,-0.28918947192157335
1,logistic_regression,GDP,17.067145766727563
2,logistic_regression,farm labour force,0.09724828545598115
3,logistic_regression,deaths,1.30804724314951
4,logistic_regression,hosp discharges resp diseases,-0.8310774863472312
5,logistic_regression,stock of vehicles,0.0
6,logistic_regression,thousand hours worked,2.4862658854569966
7,logistic_regression,students tertiary ed,2.3143660893681584
8,logistic_regression,health personnel,-1.4958791842762744
9,logistic_regression,students enrolled,-0.5899135750442575
10,logistic_regression,utilised agricultural area,-0.022478613318983872
11,logistic_regression,hospital beds,0.06749718844787563
12,logistic_regression,education and training,-1.2204472419773238
13,logistic_regression,crude death rate,-2.5321057749770906
14,logistic_regression,longterm care beds,-0.254885513197273
15,logistic_regression,regional GWA,0.34583409088217376
16,logistic_regression,pop density,0.23094173269805948
17,logistic_regression,unemployment rate,0.2647698877746302
18,logistic_regression,pct leavers from education,-0.15995903669632353
19,logistic_regression,NEET rate,-1.9327435405257116
20,logistic_regression,compensation of employees,-18.94778137053067
21,logistic_regression,life expectancy,0.7099222933507134
0,logistic_regression,air passengers,-0.5173167232184525
1,logistic_regression,GDP,11.121454256245128
2,logistic_regression,farm labour force,0.0
3,logistic_regression,deaths,2.194549117486092
4,logistic_regression,hosp discharges resp diseases,-1.0538199882780057
5,logistic_regression,stock of vehicles,0.7762104410104596
6,logistic_regression,thousand hours worked,5.132121221107645
7,logistic_regression,students tertiary ed,3.005789661313426
8,logistic_regression,health personnel,-1.3797051130987414
9,logistic_regression,students enrolled,-0.41485464776718767
10,logistic_regression,utilised agricultural area,-0.42706912034137895
11,logistic_regression,hospital beds,0.0325320488970034
12,logistic_regression,education and training,-1.3352611238672747
13,logistic_regression,crude death rate,-3.7632199190747606
14,logistic_regression,longterm care beds,-0.29447770958372976
15,logistic_regression,regional GWA,0.0
16,logistic_regression,pop density,0.0
17,logistic_regression,unemployment rate,0.08066245477333178
18,logistic_regression,pct leavers from education,0.3491501242290037
19,logistic_regression,NEET rate,-2.6164503613216223
20,logistic_regression,compensation of employees,-14.548553045293984
21,logistic_regression,life expectancy,0.6009556026293158
0,logistic_regression,air passengers,-0.27979096712260315
1,logistic_regression,GDP,13.9994128010172
2,logistic_regression,farm labour force,0.13351348545667685
3,logistic_regression,deaths,1.1477081949389996
4,logistic_regression,hosp discharges resp diseases,-0.7562500456390768
5,logistic_regression,stock of vehicles,0.36174519703724795
6,logistic_regression,thousand hours worked,3.3921050591856625
7,logistic_regression,students tertiary ed,1.4174823257793097
8,logistic_regression,health personnel,-1.8659733694754714
9,logistic_regression,students enrolled,-1.0015765894443085
10,logistic_regression,utilised agricultural area,-0.6235961070224072
11,logistic_regression,hospital beds,-0.08354469833947811
12,logistic_regression,education and training,-0.817027578374533
13,logistic_regression,crude death rate,-2.063007857809367
14,logistic_regression,longterm care beds,-0.19547314400110175
15,logistic_regression,regional GWA,0.27977282071046516
16,logistic_regression,pop density,-0.22525036121653963
17,logistic_regression,unemployment rate,2.8024374959085847
18,logistic_regression,pct leavers from education,0.1973269417821513
19,logistic_regression,NEET rate,-4.019040063430778
20,logistic_regression,compensation of employees,-15.43556613945497
21,logistic_regression,life expectancy,0.10270930639132558
0,logistic_regression,air passengers,-0.7422033747814761
1,logistic_regression,GDP,14.3474108767324
2,logistic_regression,farm labour force,1.5593895195796297
3,logistic_regression,deaths,2.0348188888903636
4,logistic_regression,hosp discharges resp diseases,-0.6585494042798773
5,logistic_regression,stock of vehicles,0.3794240864172154
6,logistic_regression,thousand hours worked,2.331371670256858
7,logistic_regression,students tertiary ed,2.1360013200349024
8,logistic_regression,health personnel,-1.2475603674251075
9,logistic_regression,students enrolled,-0.2661783075578287
10,logistic_regression,utilised agricultural area,-0.769521997120873
11,logistic_regression,hospital beds,0.0
12,logistic_regression,education and training,-1.6912916994097489
13,logistic_regression,crude death rate,-3.70439145468058
14,logistic_regression,longterm care beds,0.5835076167068161
15,logistic_regression,regional GWA,1.1142946768647157
16,logistic_regression,pop density,0.31681149494365407
17,logistic_regression,unemployment rate,1.4717927535928361
18,logistic_regression,pct leavers from education,-0.3141370144636051
19,logistic_regression,NEET rate,-3.9983200865113613
20,logistic_regression,compensation of employees,-16.56215407521374
21,logistic_regression,life expectancy,0.8981201341501184
0,logistic_regression,air passengers,-0.8661981952005112
1,logistic_regression,GDP,16.51819192458213
2,logistic_regression,farm labour force,0.1322555394488771
3,logistic_regression,deaths,1.884612227659375
4,logistic_regression,hosp discharges resp diseases,-0.9101606935356862
5,logistic_regression,stock of vehicles,0.3498101092525836
6,logistic_regression,thousand hours worked,2.9578232948163192
7,logistic_regression,students tertiary ed,1.6632066685303204
8,logistic_regression,health personnel,-1.5230272872002508
9,logistic_regression,students enrolled,-0.6742005458643864
10,logistic_regression,utilised agricultural area,-0.3212661721848258
11,logistic_regression,hospital beds,-0.06943063160707526
12,logistic_regression,education and training,-0.9916949140855327
13,logistic_regression,crude death rate,-3.1908418702194634
14,logistic_regression,longterm care beds,-0.44267973390525783
15,logistic_regression,regional GWA,0.5720503660346022
16,logistic_regression,pop density,0.0
17,logistic_regression,unemployment rate,0.7611505640732011
18,logistic_regression,pct leavers from education,-0.1493513867563896
19,logistic_regression,NEET rate,-2.257635004502919
20,logistic_regression,compensation of employees,-18.66535543520523
21,logistic_regression,life expectancy,0.6792835589295515
0,logistic_regression,air passengers,-0.6164471985496419
1,logistic_regression,GDP,15.065854265018954
2,logistic_regression,farm labour force,0.5381102553103442
3,logistic_regression,deaths,1.629811273995315
4,logistic_regression,hosp discharges resp diseases,-0.7977877708080896
5,logistic_regression,stock of vehicles,0.4217013452441536
6,logistic_regression,thousand hours worked,2.557061851263114
7,logistic_regression,students tertiary ed,1.8895674299722234
8,logistic_regression,health personnel,-1.5463765818203759
9,logistic_regression,students enrolled,-0.42073686665568805
10,logistic_regression,utilised agricultural area,-0.2942361396767367
11,logistic_regression,hospital beds,0.0
12,logistic_regression,education and training,-1.0401083251604273
13,logistic_regression,crude death rate,-3.1179928768884317
14,logistic_regression,longterm care beds,-0.008503013380547717
15,logistic_regression,regional GWA,0.6947562885477613
16,logistic_regression,pop density,0.4054014012030387
17,logistic_regression,unemployment rate,0.9411883998858593
18,logistic_regression,pct leavers from education,-0.08065508817118913
19,logistic_regression,NEET rate,-2.877967840476351
20,logistic_regression,compensation of employees,-17.198046561782775
21,logistic_regression,life expectancy,0.5087129642973328
0,logistic_regression,air passengers,-0.73401689590218
1,logistic_regression,GDP,17.278768339723435
2,logistic_regression,farm labour force,0.6896017033032991
3,logistic_regression,deaths,0.0
4,logistic_regression,hosp discharges resp diseases,-0.5866902926122166
5,logistic_regression,stock of vehicles,0.29445706572014113
6,logistic_regression,thousand hours worked,2.8880159228937203
7,logistic_regression,students tertiary ed,1.9142655559170272
8,logistic_regression,health personnel,-1.7047768601280204
9,logistic_regression,students enrolled,-0.2883396499748939
10,logistic_regression,utilised agricultural area,-0.13835528786422224
11,logistic_regression,hospital beds,0.23844764061135765
12,logistic_regression,education and training,-1.0365805924084361
13,logistic_regression,crude death rate,-1.609827088485492
14,logistic_regression,longterm care beds,-0.08002794452159678
15,logistic_regression,regional GWA,0.6254744592491205
16,logistic_regression,pop density,0.20503139969502682
17,logistic_regression,unemployment rate,0.8380765953396424
18,logistic_regression,pct leavers from education,-0.5135398127152578
19,logistic_regression,NEET rate,-2.158405051627072
20,logistic_regression,compensation of employees,-18.880855058519675
21,logistic_regression,life expectancy,0.6685080206716044
0,logistic_regression,air passengers,-0.8950427043611962
1,logistic_regression,GDP,18.50827558311709
2,logistic_regression,farm labour force,-0.3131059406518579
3,logistic_regression,deaths,1.5629621680989672
4,logistic_regression,hosp discharges resp diseases,-1.1695254342419135
5,logistic_regression,stock of vehicles,0.0
6,logistic_regression,thousand hours worked,3.7696710018194457
7,logistic_regression,students tertiary ed,2.9437459427347763
8,logistic_regression,health personnel,-1.840651003125844
9,logistic_regression,students enrolled,-1.1127272703650675
10,logistic_regression,utilised agricultural area,-0.012684569096790405
11,logistic_regression,hospital beds,0.0
12,logistic_regression,education and training,-0.5498851243955946
13,logistic_regression,crude death rate,-3.707431555664069
14,logistic_regression,longterm care beds,-0.19517145125185362
15,logistic_regression,regional GWA,0.7229346812524682
16,logistic_regression,pop density,0.03223966586777823
17,logistic_regression,unemployment rate,0.5605308114136758
18,logistic_regression,pct leavers from education,0.4432047885361543
19,logistic_regression,NEET rate,-2.7193294603842273
20,logistic_regression,compensation of employees,-20.99052545803241
21,logistic_regression,life expectancy,0.13744991123426215
0,logistic_regression,air passengers,0.3835920715788397
1,logistic_regression,GDP,14.571371023054743
2,logistic_regression,farm labour force,1.072877374891921
3,logistic_regression,deaths,3.3902453508801007
4,logistic_regression,hosp discharges resp diseases,-0.38719078745603164
